"year","orig_dest","orig","dest","contig","dist","gdp_o","gdp_d","pop_o","pop_d","gdpcap_o","gdpcap_d","comlang_off","comlang_ethno","comcol","comrelig"
1998,"NIC_CRI","NIC","CRI",1,338,4635267.072,14101753.856,4937.32,3750.585,0.939,3.76,1,1,0,0.86
1999,"NIC_CRI","NIC","CRI",1,338,4855717.888,15796567.04,5021.079,3841.734,0.967,4.112,1,1,0,0.86
2000,"NIC_CRI","NIC","CRI",1,337,5107329.024,15946442.752,5100.92,3929.588,1.001,4.058,1,1,0,0.86
2001,"NIC_CRI","NIC","CRI",1,337,5323146.752,16403602.432,5176.685,4013.488,1.028,4.087,1,1,0,0.86
2002,"NIC_CRI","NIC","CRI",1,337,5224212.992,16844378.112,5248.577,4093.84,0.995,4.115,1,1,0,0.86
2003,"NIC_CRI","NIC","CRI",1,337,5322437.632,17517535.232,5317.878,4171.145,1.001,4.2,1,1,0,0.86
2004,"NIC_CRI","NIC","CRI",1,337,5795568.128,18596366.336,5386.299,4246.336,1.076,4.379,1,1,0,0.86
2005,"NIC_CRI","NIC","CRI",1,337,6322582.528,19964893.184,5455.219,4320.13,1.159,4.621,1,1,0,0.86
2006,"NIC_CRI","NIC","CRI",1,337,6786294.784,22526464,5524.927,4392.493,1.228,5.128,1,1,0,0.86
2007,"NIC_CRI","NIC","CRI",1,337,7458103.296,26321999.872,5595.533,4463.226,1.333,5.898,1,1,0,0.86
2008,"NIC_CRI","NIC","CRI",1,337,8491388.928,29831168,5667.983,4532.711,1.498,6.581,1,1,0,0.86
2009,"NIC_CRI","NIC","CRI",1,337,8380731.904,29382692.864,5743.329,4601.424,1.459,6.386,1,1,0,0.86
2010,"NIC_CRI","NIC","CRI",1,336,8938209.28,36298326.016,5822.209,4669.685,1.535,7.773,1,1,0,0.86
2011,"NIC_CRI","NIC","CRI",1,336,9898575.872,41237295.104,5905.146,4737.68,1.676,8.704,1,1,0,0.86
2012,"NIC_CRI","NIC","CRI",1,336,10644947.968,45374787.584,5991.733,4805.295,1.777,9.443,1,1,0,0.86
2013,"NIC_CRI","NIC","CRI",1,336,11255608.32,49621090.304,6080.478,4872.166,1.851,10.185,1,1,0,0.86
2014,"NIC_CRI","NIC","CRI",1,336,11880438.784,50656002.048,6013.997,4757.575,1.975,10.647,1,1,0,0.86
2015,"NIC_CRI","NIC","CRI",1,336,12747741.184,54840102.912,6082.035,4807.852,2.096,11.406,1,1,0,0.86
2016,"NIC_CRI","NIC","CRI",1,336,13230844.928,57435508.736,6149.928,4857.274,2.151,11.825,1,1,0,0.86
2017,"NIC_CRI","NIC","CRI",1,336,13785909.906,60516043.59,6384.843,4949.955,2.159,12.226,1,1,0,0.86
2018,"NIC_CRI","NIC","CRI",1,336,13025239.912,62420165.1,6465.502,4999.443,2.015,12.485,1,1,0,0.86
2019,"NIC_CRI","NIC","CRI",1,336,12596636.042,64417670.083,6545.503,5047.561,1.924,12.762,1,1,0,0.86
2020,"NIC_CRI","NIC","CRI",1,336,12586941.393,62158002.233,6624.554,5094.114,1.9,12.202,1,1,0,0.86
2021,"NIC_CRI","NIC","CRI",1,336,14013022.092,64282438.667,6702.379,5139.053,2.091,12.509,1,1,0,0.86
1948,"NIC_GTM","NIC","GTM",0,539,NA,NA,1000,2640,NA,NA,1,1,0,0.892
1949,"NIC_GTM","NIC","GTM",0,539,102040,579000,1030,2720,0.099,0.213,1,1,0,0.892
1950,"NIC_GTM","NIC","GTM",0,539,113390,641000,1097.916,2968.976,0.103,0.216,1,1,0,0.892
1951,"NIC_GTM","NIC","GTM",0,539,125400,685000,1131.307,3066,0.111,0.223,1,1,0,0.892
1952,"NIC_GTM","NIC","GTM",0,539,138140,687000,1165.79,3166,0.118,0.217,1,1,0,0.892
1953,"NIC_GTM","NIC","GTM",0,539,151620,729000,1201.514,3269,0.126,0.223,1,1,0,0.892
1954,"NIC_GTM","NIC","GTM",0,539,177110,775000,1238.63,3376,0.143,0.23,1,1,0,0.892
1955,"NIC_GTM","NIC","GTM",0,539,205680,807000,1277.288,3487,0.161,0.231,1,1,0,0.892
1956,"NIC_GTM","NIC","GTM",0,539,236000,896000,1317.387,3602,0.179,0.249,1,1,0,0.892
1957,"NIC_GTM","NIC","GTM",0,539,268090,933000,1358.828,3720,0.197,0.251,1,1,0,0.892
1958,"NIC_GTM","NIC","GTM",0,539,302190.016,967000,1401.76,3843,0.216,0.252,1,1,0,0.892
1959,"NIC_GTM","NIC","GTM",0,539,316680,1029000,1446.333,3970,0.219,0.259,1,1,0,0.892
1960,"NIC_GTM","NIC","GTM",0,539,227223.328,1043599.936,1774.574,4140.636,0.128,0.252,1,1,0,0.892
1961,"NIC_GTM","NIC","GTM",0,539,244144.24,1076699.904,1830.304,4253.298,0.133,0.253,1,1,0,0.892
1962,"NIC_GTM","NIC","GTM",0,539,269283.808,1143600,1886.504,4369.153,0.143,0.262,1,1,0,0.892
1963,"NIC_GTM","NIC","GTM",0,539,297324.16,1262800,1943.602,4488.229,0.153,0.281,1,1,0,0.892
1964,"NIC_GTM","NIC","GTM",0,539,347119.904,1299099.904,2002.244,4610.494,0.173,0.282,1,1,0,0.892
1965,"NIC_GTM","NIC","GTM",0,539,564290.048,1331399.936,2062.932,4735.961,0.274,0.281,1,1,0,0.892
1966,"NIC_GTM","NIC","GTM",0,539,607140.032,1390700.032,2125.773,4864.495,0.286,0.286,1,1,0,0.892
1967,"NIC_GTM","NIC","GTM",0,539,657140.032,1453500.032,2190.718,4996.199,0.3,0.291,1,1,0,0.892
1968,"NIC_GTM","NIC","GTM",0,539,692859.968,1610499.968,2257.923,5131.566,0.307,0.314,1,1,0,0.892
1969,"NIC_GTM","NIC","GTM",0,539,750000,1715399.936,2327.542,5271.25,0.322,0.325,1,1,0,0.892
1970,"NIC_GTM","NIC","GTM",0,539,778569.92,1904000,2399.677,5415.616,0.324,0.352,1,1,0,0.892
1971,"NIC_GTM","NIC","GTM",0,539,828569.984,1984800,2474.312,5565.101,0.335,0.357,1,1,0,0.892
1972,"NIC_GTM","NIC","GTM",0,539,878570.048,2101299.968,2551.425,5719.315,0.344,0.367,1,1,0,0.892
1973,"NIC_GTM","NIC","GTM",0,539,1092899.968,2569200.128,2631.065,5876.798,0.415,0.437,1,1,0,0.892
1974,"NIC_GTM","NIC","GTM",0,539,1521400.064,3161499.904,2713.287,6035.549,0.561,0.524,1,1,0,0.892
1975,"NIC_GTM","NIC","GTM",0,539,1581600,3645900.032,2798.048,6194.218,0.565,0.589,1,1,0,0.892
1976,"NIC_GTM","NIC","GTM",0,539,1836899.968,4365300.224,2885.281,6352.074,0.637,0.687,1,1,0,0.892
1977,"NIC_GTM","NIC","GTM",0,539,2226999.808,5480500.224,2974.713,6509.758,0.749,0.842,1,1,0,0.892
1978,"NIC_GTM","NIC","GTM",0,539,2127699.968,6070600.192,3065.82,6668.975,0.694,0.91,1,1,0,0.892
1979,"NIC_GTM","NIC","GTM",0,539,1567600,6902600.192,3157.93,6832.183,0.496,1.01,1,1,0,0.892
1980,"NIC_GTM","NIC","GTM",0,539,2144300.032,7878700.032,3250.47,7001.101,0.66,1.125,1,1,0,0.892
1981,"NIC_GTM","NIC","GTM",0,539,2474700.288,8607500.288,3343.536,7176.504,0.74,1.199,1,1,0,0.892
1982,"NIC_GTM","NIC","GTM",0,539,2454499.84,8716999.68,3437.017,7357.73,0.714,1.185,1,1,0,0.892
1983,"NIC_GTM","NIC","GTM",0,539,2753100.032,9050000.384,3529.935,7543.343,0.78,1.2,1,1,0,0.892
1984,"NIC_GTM","NIC","GTM",0,539,3117600,9470000.128,3621.067,7731.21,0.861,1.225,1,1,0,0.892
1985,"NIC_GTM","NIC","GTM",0,539,2683699.968,9721652.224,3709.708,7919.874,0.723,1.228,1,1,0,0.892
1986,"NIC_GTM","NIC","GTM",0,539,2885799.936,7231963.136,3794.923,8108.903,0.76,0.892,1,1,0,0.892
1987,"NIC_GTM","NIC","GTM",0,539,3851200,7084399.616,3877.325,8299.07,0.993,0.854,1,1,0,0.892
1988,"NIC_GTM","NIC","GTM",0,539,2630899.968,7841603.072,3959.636,8491.594,0.664,0.923,1,1,0,0.892
1989,"NIC_GTM","NIC","GTM",0,539,1013184.768,8410724.352,4045.623,8688.24,0.25,0.968,1,1,0,0.892
1990,"NIC_GTM","NIC","GTM",0,539,1009455.488,7650125.824,4137.788,8890.329,0.244,0.86,1,1,0,0.892
1991,"NIC_GTM","NIC","GTM",0,539,1488804.096,9406097.408,4237.154,9098.613,0.351,1.034,1,1,0,0.892
1992,"NIC_GTM","NIC","GTM",0,539,1792800,10440842.24,4342.319,9312.915,0.413,1.121,1,1,0,0.892
1993,"NIC_GTM","NIC","GTM",0,539,1756454.272,11399943.168,4450.371,9532.55,0.395,1.196,1,1,0,0.892
1994,"NIC_GTM","NIC","GTM",0,539,3863185.152,12983235.584,4557.125,9756.398,0.848,1.331,1,1,0,0.892
1995,"NIC_GTM","NIC","GTM",0,539,4140470.016,14656917.504,4659.458,9983.861,0.889,1.468,1,1,0,0.892
1996,"NIC_GTM","NIC","GTM",0,539,4308352,15781579.776,4756.631,10214.623,0.906,1.545,1,1,0,0.892
1997,"NIC_GTM","NIC","GTM",0,539,4389965.824,17788657.664,4849.272,10449.636,0.905,1.702,1,1,0,0.892
1998,"NIC_GTM","NIC","GTM",0,539,4635267.072,19393673.216,4937.32,10691.09,0.939,1.814,1,1,0,0.892
1999,"NIC_GTM","NIC","GTM",0,539,4855717.888,18317088.768,5021.079,10941.913,0.967,1.674,1,1,0,0.892
2000,"NIC_GTM","NIC","GTM",0,539,5107329.024,19290566.656,5100.92,11204.183,1.001,1.722,1,1,0,0.892
2001,"NIC_GTM","NIC","GTM",0,539,5323146.752,18702821.376,5176.685,11478.984,1.028,1.629,1,1,0,0.892
2002,"NIC_GTM","NIC","GTM",0,539,5224212.992,20776536.064,5248.577,11765.738,0.995,1.766,1,1,0,0.892
2003,"NIC_GTM","NIC","GTM",0,539,5322437.632,21917564.928,5317.878,12062.835,1.001,1.817,1,1,0,0.892
2004,"NIC_GTM","NIC","GTM",0,539,5795568.128,23965280.256,5386.299,12367.8,1.076,1.938,1,1,0,0.892
2005,"NIC_GTM","NIC","GTM",0,539,6322582.528,27211243.52,5455.219,12678.919,1.159,2.146,1,1,0,0.892
2006,"NIC_GTM","NIC","GTM",0,539,6786294.784,30231117.824,5524.927,12995.374,1.228,2.326,1,1,0,0.892
2007,"NIC_GTM","NIC","GTM",0,539,7458103.296,34113093.632,5595.533,13317.931,1.333,2.561,1,1,0,0.892
2008,"NIC_GTM","NIC","GTM",0,539,8491388.928,39136509.952,5667.983,13648.307,1.498,2.867,1,1,0,0.892
2009,"NIC_GTM","NIC","GTM",0,539,8380731.904,37733654.528,5743.329,13988.988,1.459,2.697,1,1,0,0.892
2010,"NIC_GTM","NIC","GTM",0,539,8938209.28,41337958.4,5822.209,14341.576,1.535,2.882,1,1,0,0.892
2011,"NIC_GTM","NIC","GTM",0,539,9898575.872,47654842.368,5905.146,14706.578,1.676,3.24,1,1,0,0.892
2012,"NIC_GTM","NIC","GTM",0,539,10644947.968,50388455.424,5991.733,15082.831,1.777,3.341,1,1,0,0.892
2013,"NIC_GTM","NIC","GTM",0,539,11255608.32,53796708.352,6080.478,15468.203,1.851,3.478,1,1,0,0.892
2014,"NIC_GTM","NIC","GTM",0,539,11880438.784,58722324.48,6013.997,15923.559,1.975,3.688,1,1,0,0.892
2015,"NIC_GTM","NIC","GTM",0,539,12747741.184,63767597.056,6082.035,16252.428,2.096,3.924,1,1,0,0.892
2016,"NIC_GTM","NIC","GTM",0,539,13230844.928,68763254.784,6149.928,16582.47,2.151,4.147,1,1,0,0.892
2017,"NIC_GTM","NIC","GTM",0,539,13785909.906,71654134.379,6384.843,16087.418,2.159,4.454,1,1,0,0.892
2018,"NIC_GTM","NIC","GTM",0,539,13025239.912,73208583.759,6465.502,16346.951,2.015,4.478,1,1,0,0.892
2019,"NIC_GTM","NIC","GTM",0,539,12596636.042,77020015.201,6545.503,16604.027,1.924,4.639,1,1,0,0.892
2020,"NIC_GTM","NIC","GTM",0,539,12586941.393,77604632.621,6624.554,16858.334,1.9,4.603,1,1,0,0.892
2021,"NIC_GTM","NIC","GTM",0,539,14013022.092,85986321.551,6702.379,17109.747,2.091,5.026,1,1,0,0.892
1948,"NIC_HND","NIC","HND",1,265,NA,NA,1000,1350,NA,NA,1,1,0,0.908
1949,"NIC_HND","NIC","HND",1,265,102040,193000,1030,1390,0.099,0.139,1,1,0,0.908
1950,"NIC_HND","NIC","HND",1,265,113390,205000,1097.916,1431.447,0.103,0.143,1,1,0,0.908
1951,"NIC_HND","NIC","HND",1,265,125400,221000,1131.307,1474.191,0.111,0.15,1,1,0,0.908
1952,"NIC_HND","NIC","HND",1,265,138140,236500,1165.79,1517.453,0.118,0.156,1,1,0,0.908
1953,"NIC_HND","NIC","HND",1,265,151620,257000,1201.514,1562.218,0.126,0.165,1,1,0,0.908
1954,"NIC_HND","NIC","HND",1,265,177110,260500,1238.63,1610.959,0.143,0.162,1,1,0,0.908
1955,"NIC_HND","NIC","HND",1,269,205680,276500,1277.288,1662.219,0.161,0.166,1,1,0,0.908
1956,"NIC_HND","NIC","HND",1,269,236000,275500,1317.387,1715.023,0.179,0.161,1,1,0,0.908
1957,"NIC_HND","NIC","HND",1,269,268090,297500,1358.828,1770.39,0.197,0.168,1,1,0,0.908
1958,"NIC_HND","NIC","HND",1,269,302190.016,313000,1401.76,1828.733,0.216,0.171,1,1,0,0.908
1959,"NIC_HND","NIC","HND",1,269,316680,328000,1446.333,1888.715,0.219,0.174,1,1,0,0.908
1960,"NIC_HND","NIC","HND",1,274,227223.328,335649.984,1774.574,2002.333,0.128,0.168,1,1,0,0.908
1961,"NIC_HND","NIC","HND",1,274,244144.24,356200,1830.304,2069.085,0.133,0.172,1,1,0,0.908
1962,"NIC_HND","NIC","HND",1,274,269283.808,387750.016,1886.504,2139.208,0.143,0.181,1,1,0,0.908
1963,"NIC_HND","NIC","HND",1,274,297324.16,410200,1943.602,2211.144,0.153,0.186,1,1,0,0.908
1964,"NIC_HND","NIC","HND",1,274,347119.904,457000,2002.244,2282.764,0.173,0.2,1,1,0,0.908
1965,"NIC_HND","NIC","HND",1,277,564290.048,508649.984,2062.932,2352.637,0.274,0.216,1,1,0,0.908
1966,"NIC_HND","NIC","HND",1,277,607140.032,549950.016,2125.773,2420.234,0.286,0.227,1,1,0,0.908
1967,"NIC_HND","NIC","HND",1,277,657140.032,598099.968,2190.718,2486.288,0.3,0.241,1,1,0,0.908
1968,"NIC_HND","NIC","HND",1,277,692859.968,646800,2257.923,2552.2,0.307,0.253,1,1,0,0.908
1969,"NIC_HND","NIC","HND",1,277,750000,668000,2327.542,2620.014,0.322,0.255,1,1,0,0.908
1970,"NIC_HND","NIC","HND",1,280,778569.92,723000,2399.677,2691.309,0.324,0.269,1,1,0,0.908
1971,"NIC_HND","NIC","HND",1,280,828569.984,731000,2474.312,2766.445,0.335,0.264,1,1,0,0.908
1972,"NIC_HND","NIC","HND",1,280,878570.048,802999.936,2551.425,2845.261,0.344,0.282,1,1,0,0.908
1973,"NIC_HND","NIC","HND",1,280,1092899.968,912499.968,2631.065,2928.191,0.415,0.312,1,1,0,0.908
1974,"NIC_HND","NIC","HND",1,280,1521400.064,1034499.968,2713.287,3015.607,0.561,0.343,1,1,0,0.908
1975,"NIC_HND","NIC","HND",1,282,1581600,1124000,2798.048,3107.735,0.565,0.362,1,1,0,0.908
1976,"NIC_HND","NIC","HND",1,282,1836899.968,1348000,2885.281,3204.88,0.637,0.421,1,1,0,0.908
1977,"NIC_HND","NIC","HND",1,282,2226999.808,1669499.904,2974.713,3306.985,0.749,0.505,1,1,0,0.908
1978,"NIC_HND","NIC","HND",1,282,2127699.968,1929499.904,3065.82,3413.422,0.694,0.565,1,1,0,0.908
1979,"NIC_HND","NIC","HND",1,282,1567600,2251500.032,3157.93,3523.279,0.496,0.639,1,1,0,0.908
1980,"NIC_HND","NIC","HND",1,281,2144300.032,2566000.128,3250.47,3635.862,0.66,0.706,1,1,0,0.908
1981,"NIC_HND","NIC","HND",1,281,2474700.288,2819500.032,3343.536,3750.85,0.74,0.752,1,1,0,0.908
1982,"NIC_HND","NIC","HND",1,281,2454499.84,2903500.032,3437.017,3868.314,0.714,0.751,1,1,0,0.908
1983,"NIC_HND","NIC","HND",1,281,2753100.032,3076999.936,3529.935,3988.404,0.78,0.771,1,1,0,0.908
1984,"NIC_HND","NIC","HND",1,281,3117600,3319000.064,3621.067,4111.424,0.861,0.807,1,1,0,0.908
1985,"NIC_HND","NIC","HND",1,280,2683699.968,3639500.032,3709.708,4237.518,0.723,0.859,1,1,0,0.908
1986,"NIC_HND","NIC","HND",1,280,2885799.936,3808499.968,3794.923,4366.493,0.76,0.872,1,1,0,0.908
1987,"NIC_HND","NIC","HND",1,280,3851200,4152499.968,3877.325,4497.954,0.993,0.923,1,1,0,0.908
1988,"NIC_HND","NIC","HND",1,280,2630899.968,3970386.432,3959.636,4631.575,0.664,0.857,1,1,0,0.908
1989,"NIC_HND","NIC","HND",1,280,1013184.768,3563448.32,4045.623,4766.961,0.25,0.748,1,1,0,0.908
1990,"NIC_HND","NIC","HND",1,280,1009455.488,3048896.256,4137.788,4903.694,0.244,0.622,1,1,0,0.908
1991,"NIC_HND","NIC","HND",1,280,1488804.096,3068462.08,4237.154,5041.781,0.351,0.609,1,1,0,0.908
1992,"NIC_HND","NIC","HND",1,280,1792800,3419474.944,4342.319,5180.884,0.413,0.66,1,1,0,0.908
1993,"NIC_HND","NIC","HND",1,280,1756454.272,3481990.656,4450.371,5319.841,0.395,0.655,1,1,0,0.908
1994,"NIC_HND","NIC","HND",1,280,3863185.152,3432356.608,4557.125,5457.189,0.848,0.629,1,1,0,0.908
1995,"NIC_HND","NIC","HND",1,283,4140470.016,3911053.056,4659.458,5591.935,0.889,0.699,1,1,0,0.908
1996,"NIC_HND","NIC","HND",1,283,4308352,4034037.248,4756.631,5723.639,0.906,0.705,1,1,0,0.908
1997,"NIC_HND","NIC","HND",1,283,4389965.824,4663194.112,4849.272,5852.719,0.905,0.797,1,1,0,0.908
1998,"NIC_HND","NIC","HND",1,283,4635267.072,5202215.424,4937.32,5980.152,0.939,0.87,1,1,0,0.908
1999,"NIC_HND","NIC","HND",1,283,4855717.888,5372543.488,5021.079,6107.385,0.967,0.88,1,1,0,0.908
2000,"NIC_HND","NIC","HND",1,285,5107329.024,7105529.856,5100.92,6235.561,1.001,1.14,1,1,0,0.908
2001,"NIC_HND","NIC","HND",1,285,5323146.752,7566517.76,5176.685,6365.04,1.028,1.189,1,1,0,0.908
2002,"NIC_HND","NIC","HND",1,285,5224212.992,7776459.776,5248.577,6495.801,0.995,1.197,1,1,0,0.908
2003,"NIC_HND","NIC","HND",1,285,5322437.632,8140294.144,5317.878,6628.171,1.001,1.228,1,1,0,0.908
2004,"NIC_HND","NIC","HND",1,285,5795568.128,8772197.376,5386.299,6762.426,1.076,1.297,1,1,0,0.908
2005,"NIC_HND","NIC","HND",1,286,6322582.528,9672006.656,5455.219,6898.825,1.159,1.402,1,1,0,0.908
2006,"NIC_HND","NIC","HND",1,286,6786294.784,10841722.88,5524.927,7037.428,1.228,1.541,1,1,0,0.908
2007,"NIC_HND","NIC","HND",1,286,7458103.296,12275490.816,5595.533,7178.436,1.333,1.71,1,1,0,0.908
2008,"NIC_HND","NIC","HND",1,286,8491388.928,13789720.576,5667.983,7322.368,1.498,1.883,1,1,0,0.908
2009,"NIC_HND","NIC","HND",1,286,8380731.904,14587485.184,5743.329,7469.844,1.459,1.953,1,1,0,0.908
2010,"NIC_HND","NIC","HND",1,286,8938209.28,15839344.64,5822.209,7621.204,1.535,2.078,1,1,0,0.908
2011,"NIC_HND","NIC","HND",1,286,9898575.872,17710325.76,5905.146,7776.669,1.676,2.277,1,1,0,0.908
2012,"NIC_HND","NIC","HND",1,286,10644947.968,18564263.936,5991.733,7935.846,1.777,2.339,1,1,0,0.908
2013,"NIC_HND","NIC","HND",1,286,11255608.32,18550026.24,6080.478,8097.688,1.851,2.291,1,1,0,0.908
2014,"NIC_HND","NIC","HND",1,286,11880438.784,19756533.76,6013.997,8809.216,1.975,2.243,1,1,0,0.908
2015,"NIC_HND","NIC","HND",1,286,12747741.184,20844308.48,6082.035,8960.829,2.096,2.326,1,1,0,0.908
2016,"NIC_HND","NIC","HND",1,286,13230844.928,21516914.688,6149.928,9112.867,2.151,2.361,1,1,0,0.908
2017,"NIC_HND","NIC","HND",1,286,13785909.906,23136232.23,6384.843,9429.016,2.159,2.454,1,1,0,0.908
2018,"NIC_HND","NIC","HND",1,286,13025239.912,24067778.954,6465.502,9587.523,2.015,2.51,1,1,0,0.908
2019,"NIC_HND","NIC","HND",1,286,12596636.042,25089976.947,6545.503,9746.115,1.924,2.574,1,1,0,0.908
2020,"NIC_HND","NIC","HND",1,287,12586941.393,23827840.81,6624.554,9904.608,1.9,2.406,1,1,0,0.908
2021,"NIC_HND","NIC","HND",1,287,14013022.092,28488668.302,6702.379,10062.994,2.091,2.831,1,1,0,0.908
1948,"PAK_AFG","PAK","AFG",1,834,NA,NA,NA,NA,NA,NA,0,0,0,0.961
1949,"PAK_AFG","PAK","AFG",1,834,NA,NA,NA,NA,NA,NA,0,0,0,0.961
1950,"PAK_AFG","PAK","AFG",1,834,NA,NA,85094.196,8150.368,NA,NA,0,0,0,0.961
1951,"PAK_AFG","PAK","AFG",1,834,NA,NA,86532.047,8284.472,NA,NA,0,0,0,0.961
1952,"PAK_AFG","PAK","AFG",1,834,NA,NA,88228.455,8425.333,NA,NA,0,0,0,0.961
1953,"PAK_AFG","PAK","AFG",1,834,NA,NA,89995.338,8573.216,NA,NA,0,0,0,0.961
1954,"PAK_AFG","PAK","AFG",1,834,NA,NA,91965.05,8728.408,NA,NA,0,0,0,0.961
1955,"PAK_AFG","PAK","AFG",1,820,NA,NA,94022.846,8891.209,NA,NA,0,0,0,0.961
1956,"PAK_AFG","PAK","AFG",1,820,NA,1110000,95997.429,9061.938,NA,0.122,0,0,0,0.961
1957,"PAK_AFG","PAK","AFG",1,820,NA,1140000,98026.398,9240.933,NA,0.123,0,0,0,0.961
1958,"PAK_AFG","PAK","AFG",1,820,NA,1170000,100245.945,9428.555,NA,0.124,0,0,0,0.961
1959,"PAK_AFG","PAK","AFG",1,820,NA,1204999.936,102563.267,9624.606,NA,0.125,0,0,0,0.961
1960,"PAK_AFG","PAK","AFG",1,805,7981949.696,537777.792,95077.74,8774.44,0.168,0.061,0,0,0,0.961
1961,"PAK_AFG","PAK","AFG",1,805,8872179.2,548888.896,97627.129,8953.544,0.181,0.061,0,0,0,0.961
1962,"PAK_AFG","PAK","AFG",1,805,9314508.544,546666.688,100267.586,9141.783,0.185,0.06,0,0,0,0.961
1963,"PAK_AFG","PAK","AFG",1,805,9859987.456,751111.168,103018.593,9339.507,0.191,0.08,0,0,0,0.961
1964,"PAK_AFG","PAK","AFG",1,805,10516462.08,800000.064,105907.532,9547.131,0.199,0.084,0,0,0,0.961
1965,"PAK_AFG","PAK","AFG",1,814,11791348.736,1006666.624,108947.083,9765.015,0.217,0.103,0,0,0,0.961
1966,"PAK_AFG","PAK","AFG",1,814,12906298.368,1400000,112168.148,9990.125,0.231,0.14,0,0,0,0.961
1967,"PAK_AFG","PAK","AFG",1,814,14657396.736,1673333.376,115548.244,10221.902,0.255,0.164,0,0,0,0.961
1968,"PAK_AFG","PAK","AFG",1,814,15573773.824,1373333.376,118984.066,10465.77,0.263,0.131,0,0,0,0.961
1969,"PAK_AFG","PAK","AFG",1,814,17103933.44,1408888.96,122335.426,10729.191,0.281,0.131,0,0,0,0.961
1970,"PAK_AFG","PAK","AFG",1,832,19019810.816,1748886.656,125513.073,11015.621,0.305,0.159,0,0,0,0.961
1971,"PAK_AFG","PAK","AFG",NA,NA,NA,1831108.992,NA,11323.446,NA,0.162,NA,NA,NA,NA
1972,"PAK_AFG","PAK","AFG",NA,NA,NA,1595555.456,NA,11644.377,NA,0.137,NA,NA,NA,NA
1973,"PAK_AFG","PAK","AFG",NA,NA,NA,1733333.248,NA,11966.352,NA,0.145,NA,NA,NA,NA
1974,"PAK_AFG","PAK","AFG",NA,NA,NA,2155555.584,NA,12273.589,NA,0.176,NA,NA,NA,NA
1975,"PAK_AFG","PAK","AFG",NA,NA,NA,2366666.496,NA,12551.79,NA,0.189,NA,NA,NA,NA
1976,"PAK_AFG","PAK","AFG",NA,NA,NA,2555555.584,NA,12806.81,NA,0.2,NA,NA,NA,NA
1977,"PAK_AFG","PAK","AFG",NA,NA,NA,2953333.504,NA,13034.46,NA,0.227,NA,NA,NA,NA
1978,"PAK_AFG","PAK","AFG",NA,NA,NA,3300000,NA,13199.597,NA,0.25,NA,NA,NA,NA
1979,"PAK_AFG","PAK","AFG",NA,NA,NA,3697940.224,NA,13257.128,NA,0.279,NA,NA,NA,NA
1980,"PAK_AFG","PAK","AFG",NA,NA,NA,3641723.392,NA,13180.431,NA,0.276,NA,NA,NA,NA
1981,"PAK_AFG","PAK","AFG",NA,NA,NA,3478787.84,NA,12963.788,NA,0.268,NA,NA,NA,NA
1982,"PAK_AFG","PAK","AFG",NA,NA,NA,4515999.744,NA,12634.494,NA,0.357,NA,NA,NA,NA
1983,"PAK_AFG","PAK","AFG",NA,NA,NA,3990899.968,NA,12241.928,NA,0.326,NA,NA,NA,NA
1984,"PAK_AFG","PAK","AFG",NA,NA,NA,2624000,NA,11854.205,NA,0.221,NA,NA,NA,NA
1985,"PAK_AFG","PAK","AFG",NA,NA,NA,2503000.064,NA,11528.977,NA,0.217,NA,NA,NA,NA
1986,"PAK_AFG","PAK","AFG",NA,NA,NA,2382000.128,NA,11262.439,NA,0.211,NA,NA,NA,NA
1987,"PAK_AFG","PAK","AFG",NA,NA,NA,NA,NA,11063.107,NA,NA,NA,NA,NA,NA
1988,"PAK_AFG","PAK","AFG",NA,NA,NA,NA,NA,11013.345,NA,NA,NA,NA,NA,NA
1989,"PAK_AFG","PAK","AFG",NA,NA,NA,2600000,NA,11215.323,NA,0.232,NA,NA,NA,NA
1990,"PAK_AFG","PAK","AFG",NA,NA,NA,NA,NA,11731.193,NA,NA,NA,NA,NA,NA
1991,"PAK_AFG","PAK","AFG",NA,NA,NA,NA,NA,12612.043,NA,NA,NA,NA,NA,NA
1992,"PAK_AFG","PAK","AFG",NA,NA,NA,NA,NA,13811.876,NA,NA,NA,NA,NA,NA
1993,"PAK_AFG","PAK","AFG",NA,NA,NA,NA,NA,15175.325,NA,NA,NA,NA,NA,NA
1994,"PAK_AFG","PAK","AFG",NA,NA,NA,NA,NA,16485.018,NA,NA,NA,NA,NA,NA
1995,"PAK_AFG","PAK","AFG",NA,NA,NA,NA,NA,17586.073,NA,NA,NA,NA,NA,NA
1996,"PAK_AFG","PAK","AFG",NA,NA,NA,NA,NA,18415.306,NA,NA,NA,NA,NA,NA
1997,"PAK_AFG","PAK","AFG",NA,NA,NA,NA,NA,19021.227,NA,NA,NA,NA,NA,NA
1998,"PAK_AFG","PAK","AFG",NA,NA,NA,NA,NA,19496.836,NA,NA,NA,NA,NA,NA
1999,"PAK_AFG","PAK","AFG",NA,NA,NA,NA,NA,19987.07,NA,NA,NA,NA,NA,NA
2000,"PAK_AFG","PAK","AFG",NA,NA,NA,NA,NA,20595.36,NA,NA,NA,NA,NA,NA
2001,"PAK_AFG","PAK","AFG",NA,NA,NA,2461666.304,NA,21347.782,NA,0.115,NA,NA,NA,NA
2002,"PAK_AFG","PAK","AFG",NA,NA,NA,4128817.92,NA,22202.806,NA,0.186,NA,NA,NA,NA
